,image_id,ques_en,ans_en,label
1747,2322969,What color are the apples?,Red and Green.,1842
1748,2414676,What color is the grass?,Yellow.,2612
1749,2363057,What is the man on the right doing?,Walking.,2494
1750,2370083,Who is wearing a bracelet?,Woman on phone.,2586
1751,2328681,Why are the lights on?,Dark.,797
1752,2321131,What is the picture of?,Sheep.,1918
1753,2377342,Who is playing tennis?,A man.,214
1754,2395907,What is the bench made of?,Wood.,2593
1755,2372961,How are the legs of the young man in the blue shirt covered?,Jeans.,1249
1756,2331786,What facial expression is she making?,Smiling.,1965
1757,2379868,How many people are pictured here?,Zero.,2620
1758,2381745,How many people are on the bench?,One.,1687
1759,2366898,What is the sweater color?,Red.,1854
1760,2346865,What is the table decoration made from?,Leaves.,1294
1761,2396623,What is the red thing attached to the dog?,Leash.,1292
1762,2396623,What type of animal is in the photo?,Dog.,814
1763,2370905,How is the day?,Sunny.,2057
1764,2383581,Who is in the picture?,A Man.,57
1765,2343344,What is this a picture of?,Stock market office.,2016
1766,2339684,How many red small toy things on bed?,One.,1687
1767,2378710,What is the color of the plate?,White.,2563
1768,2359140,What type of food is being prepared?,Pizza.,1780
1769,2393600,What sign in on the blue mailbox?,Postal sign.,1808
1770,2411835,Where was this taken?,Baseball field.,505
1771,2415153,Where is the white building?,Beyond the skating ramp.,578
1772,2358360,What are the men in the back wearing?,Nothing.,1461
1773,2358360,What is the woman on the shoulders wearing?,Black top.,600
1774,2413078,Why is the blue man in front?,Race.,1825
1775,2353035,What color is the man's shirt?,White.,2563
1776,2349360,Who is behind the man with the tennis racket?,The man's partner.,2201
1777,2407099,Who is walking down the beach?,Two surfers.,2443
1778,2408059,What color is the paper?,White.,2563
1779,2363057,Who is sitting on the bench?,A man.,214
1780,2339745,Where was this taken?,In a kitchen.,1082
1781,2349058,What is the wall made of?,Brick.,639
1782,2324218,What color are the man's pants?,White.,2563
1783,2405827,What color are the hands on the clocks?,Black.,603
1784,2346865,What color is the table decoration?,Green.,1009
1785,2365243,How many stories do the green buses have?,Two.,2446
1786,2370905,Where is the blue and white sign hanging?,From the roof.,947
1787,2338470,When is this?,Daytime.,800
1788,2344851,When was this picture taken?,9:50.,51
1789,2414799,What color are the woman's boots?,Brown.,655
1790,2362266,What time of year is this?,Fall.,879
1791,2366447,What is illuminated in the room?,Chandelier.,706
1792,2366447,What is the dominant color scheme in the photograph?,Gold.,980
1793,2322074,Who is in the snow?,A man.,214
1794,2414507,What is the pattern of the furniture?,Plaid.,1782
1795,2416902,What is the train powered by?,Electric.,860
1796,2374937,What is the fridge covered in?,Magnets and paper.,1343
1797,2392341,What is on the wall?,A picture.,243
1798,2332363,How many laptops are on the table?,Two.,2446
1799,2368252,Why is Fiesta ware popular?,Antiques.,428
1800,2334900,How are these animals positioned?,Standing.,2006
1801,2353035,What is the floor made of?,Wood.,2593
1802,2353035,What kind of light is shining from behind?,Sunlight.,2052
1803,2398422,What number is the bus?,207,25
1804,2414676,Where is the herd?,Africa.,380
1805,2379901,Where was the picture taken?,In a field.,1078
1806,2363057,What is blue?,Pants.,1722
1807,2370083,What is the color of the tanktop?,Light pink.,1317
1808,2324218,Who is walking?,2 men.,23
1809,2321131,When did they take the photo?,During the day.,846
1810,2379868,Where was this picture taken?,A street side.,301
1811,2353347,What is the player holding?,A baseball bat.,71
1812,2380505,Where was the photo taken?,On a sidewalk.,1508
1813,2367716,What is the total of kites?,Two.,2446
1814,2367716,How many kites are in this picture?,Two.,2446
1815,2367716,Who is this a picture of?,A man and a child.,206
1816,2327260,What color is the grass?,Green.,1009
1817,2346865,When was this photo taken?,Daytime.,800
1818,2405459,How comfortable does the bed seem?,Soft.,1980
1819,2370905,What is the track number seen?,6 and 7.,44
1820,2399044,Why is there a Mercedes logo on the net?,They are the sponsors.,2308
1821,2383581,How does the background look?,It shows a big building.,1220
1822,2343344,What are the people doing in the background?,Watching computer screens.,2503
1823,2343344,What is the man doing in the photo?,Talking on a cell phone.,2079
1824,2366447,Where are the pillows?,On bed.,1524
1825,2411835,Where was the picture taken?,On a baseball field.,1482
1826,2411835,What color is the player's shirt?,Black.,603
1827,2322074,How many man on the snow?,One.,1687
1828,2416902,Where was the photo taken?,Train station.,2415
1829,2359779,Where is the cheese?,On the pizza.,1612
1830,2381070,What is this person eating?,Pizza.,1780
1831,2381070,Where is the pizza?,On a plate.,1503
1832,2334900,When was this photo taken?,During the day.,846
1833,2353035,What is the girl holding?,A laptop.,196
1834,2377491,What are the people doing?,Taking a picture.,2076
1835,2343260,How many cows are looking directly at the camera?,Two.,2446
1836,2341074,How many bottles are on the table?,One.,1687
1837,2363303,When was this image taken?,During the afternoon.,844
1838,2407060,What color is the sky?,Blue.,621
1839,2325682,Where are the donuts?,On a plate.,1503
1840,2325682,Why do the man have on glasses?,To see.,2363
1841,2349058,What color is the wall?,Red.,1854
1842,2349058,Where is the luggage?,On the dolly.,1586
1843,2321131,Why is the sheep on the ground?,Sleeping.,1958
1844,2377619,Where is the toilet lid?,There isn't one.,2297
1845,2324174,How many eggs are there on the potatoes?,1,7
1846,2366898,Where is the couch?,Behind the man and child.,545
1847,2396623,What type of trees are in the background?,Palm trees.,1721
1848,2399044,Where is the girl with the orange shirt?,Behind the man in yellow.,546
1849,2338470,How is the man?,Standing.,2006
1850,2338470,Who is this?,Man.,1358
1851,2394080,Where are the bricks?,In the wall.,1181
1852,2394080,How many benches are there?,One.,1687
1853,2339684,What color is the blanket?,Maroon.,1365
1854,2339684,What color are the pillows?,White.,2563
1855,2362319,Where is the eating utensil?,In the bowl.,1137
1856,2362266,What is in the boy's left hand?,Skateboard.,1945
1857,2377342,What is the man doing?,Trying to hit the tennis ball.,2428
1858,2377342,What color is the main court?,Blue.,621
1859,2377342,Where is the location?,Tennis court.,2097
1860,2401070,What is shining through the trees?,Sunlight.,2052
1861,2326709,What color is the sponge?,Yellow.,2612
1862,2358360,How does the sky look?,It is clear.,1203
1863,2381070,What is the person doing?,Eating.,856
1864,2349360,What is behind the men?,A green and white sign.,171
1865,2349360,What does the sign say?,BNP PARIBAS.,483
1866,2377491,Who has a hood on the head?,The guy.,2180
1867,2375491,Where are the wires attached?,Side of building.,1931
1868,2379901,What color is the man's jacket?,Blue.,621
1869,2328681,When was the picture taken?,Nighttime.,1438
1870,2337425,Where are their horns?,On the top of their heads.,1648
1871,2337425,What color are the giraffes?,Brown and white.,649
1872,2324174,How many tines are on the fork?,4,34
1873,2366898,What is on the couch?,Cushions.,784
1874,2327260,How is the dog positioned?,It is sitting.,1216
1875,2346865,Who is standing to the left of the table?,No one.,1449
1876,2405459,Where is the telephone?,On the nightstand.,1608
1877,2396623,What state could this scene be located in?,Florida.,908
1878,2320293,Where is the spoon?,In bowl of peas.,1101
1879,2338470,What are they boarding?,Bus.,665
1880,2414799,What is around the girl's neck?,A scarf.,277
1881,2321866,What color are the street lines?,Yellow.,2612
1882,2411835,What color is the grass?,Green.,1009
1883,2326709,Where are the keys?,On counter.,1529
1884,2370442,What shape is the piza on the silver tray?,Rectangular.,1840
1885,2370442,Where is the retangle pizza?,On the tray.,1652
1886,2415153,Where are the trees?,Beyond the skating ramp.,578
1887,2415153,What is the man riding?,Skateboard.,1945
1888,2358360,What is on the hill?,Buildings.,663
1889,2395542,What is the picture of?,Two bears.,2432
1890,2395542,What is in the photo?,The bear's leg.,2121
1891,2413078,Where is the third person?,Back of bike.,486
1892,2391698,What is the name on the sign?,Chain Reaction.,702
1893,2392341,What body parts are depicted in the painting?,An arm and a leg.,411
1894,2332363,What color is the frame of the laptop?,Silver.,1937
1895,2316861,Why is the man holding the phone?,To talk.,2376
1896,2334900,What classification are these animals?,Pachyderm.,1717
1897,2353035,How many adults are there?,One.,1687
1898,2377491,What is hanging on the woman's shoulder?,Purse.,1822
1899,2375491,What animal is shown?,Giraffe.,967
1900,2375491,What are the giraffes standing on?,Dirt.,805
1901,2322969,How many bowls are there?,Two.,2446
1902,2396861,What is the boy wearing?,A black shirt and black pants.,90
1903,2388001,What vehicle are the men walking beside?,Train.,2417
1904,2349058,What is on the dolly?,Luggage.,1337
1905,2324218,Where is the man's glove?,On his hand.,1537
1906,2363748,What type of beverage is on the table?,Wine.,2571
1907,2378173,Where are the pots?,On the fence.,1588
1908,2327260,What matches the color of the leash?,His collar.,1050
1909,2365243,What brick objects are coming off the tops of the buildings?,Chimneys.,716
1910,2367213,Where are the trees?,Beside the road.,574
1911,2381252,How many pieces of canvas are shown?,One.,1687
1912,2363942,What are the lines in the sky connected to the poles?,Electrical lines.,861
1913,2363942,Where is the arrow?,On the street sign.,1644
1914,2414799,Where is this picture taken?,Auto show.,477
1915,2414799,Where is the child?,In front of the man.,1115
1916,2359140,Where is the pizza sitting?,On racks.,1552
1917,2362319,What is the title of the magazine?,Do it yourself.,810
1918,2416089,Where is the sign?,Middle of the picture.,1377
1919,2416089,What is green?,Trees.,2425
1920,2414507,What color is the desk chair?,Black.,603
1921,2392410,Where is the quilt?,On the bed.,1565
1922,2392410,How many chairs are pictured?,1,7
1923,2395542,What is behind the bears?,A rock.,270
1924,2391698,Where is the green window?,Bottom left.,630
1925,2392341,How many bottles are on the counter?,2,21
1926,2396449,How are the baskets placed on the table?,Next to each other.,1420
1927,2374728,What kind of game is being played?,Frisbee.,946
1928,2363303,What is the man in the purple suit doing?,Skiing.,1955
1929,2339745,What is in front of the orange and white cat?,Juice.,1254
1930,2388001,Why is the train standing on the tracks?,To be repaired.,2332
1931,2337425,What are the color of the giraffe's eyes?,Black.,603
1932,2379868,When was this picture taken?,Night time.,1435
1933,2405827,Why are they hanging?,To be seen.,2333
1934,2380505,Where are the people?,There aren't any.,2295
1935,2344851,Where was the picture taken?,London.,1329
1936,2383581,What is shown behind the Man?,Trees.,2425
1937,2414799,What color is the car behind the motorcycle?,White.,2563
1938,2362319,Where is the pouch?,To the right of the magazine.,2384
1939,2416089,How many signs?,One.,1687
1940,2414507,What is in front of the couch?,A television.,316
1941,2326709,How many cans?,Three.,2320
1942,2408100,Where is the water puddle?,Next to the road.,1429
1943,2408100,How many cars?,3,28
1944,2370442,"Where is the word ""Chef""?",On the hat.,1596
1945,2416902,How many trains are there?,1,7
1946,2359779,What is the plate on?,Tablecloth.,2072
1947,2359779,How many pizzas are shown?,1,7
1948,2332363,What logo is on the laptop across the table?,Apple.,430
1949,2396449,What material is the table made of?,Wood.,2593
1950,2368252,What color is the largest vase?,White.,2563
1951,2349360,What color is the dirt?,Reddish brown.,1855
1952,2415091,What color is the sand?,Light tan.,1318
1953,2415091,What color is the kite?,"Yellow, red , blue.",2611
1954,2363057,What is the man on the left doing?,Sitting on a bench.,1939
1955,2407060,What material is the building around the clocks?,Bricks.,640
1956,2370083,Why are the post cards on the rack?,To sell.,2365
1957,2370083,What is she on?,Phone.,1765
1958,2363102,What is in the background?,Hills.,1049
1959,2372961,How is the weather?,Clear.,736
1960,2363748,What is in the image?,Food.,920
1961,2331786,Who is in the photo?,A lady.,195
1962,2331786,When was the photo taken?,Evening.,870
1963,2381745,Where is this taking place?,In front of a street.,1105
1964,2380505,How many vans are there?,One.,1687
1965,2331422,Who is in the room?,No one.,1449
1966,2378173,What is on the ground?,Brick.,639
1967,2327260,Where is the dog looking?,Upward.,2473
1968,2405459,How many pillows can be seen on the beds?,Three.,2320
1969,2396623,What is the total number of people in the picture?,1,7
1970,2367213,What are the round things on the tower?,Clock faces.,738
1971,2394080,Where are the petals?,On the ground.,1595
1972,2363942,What state is the metal pole?,Rusting.,1890
